NSC,mean_log_IC50,CELL_NAME
109874,-4.6915,K-562
109874,-4.73965,KM12
109874,-4,LOX IMVI
109874,-5.09455,M14
109874,-4,MALME-3M
109874,-5.144,MCF7
109874,-4,MDA-MB-231/ATCC
109874,-5.4706,MDA-MB-435
109874,-5.43555,MDA-N
109874,-4.224,MOLT-4
109874,-4.14485,NCI-H226
109874,-4.3448,NCI-H23
109874,-4.0225,NCI-H322M
109874,-5.38345,NCI-H460
109874,-4.97195,NCI/ADR-RES
109874,-4.9273,OVCAR-3
109874,-4,OVCAR-4
109874,-4,OVCAR-5
109874,-4.34,OVCAR-8
109874,-4.402,PC-3
109874,-4.3776,RPMI-8226
109874,-4,RXF 393
109874,-4,SF-268
109874,-5.0655,SF-295
109874,-4.8903,SF-539
109874,-4,SK-MEL-2
109874,-4,SK-MEL-28
109874,-5.0616,SK-MEL-5
109874,-4.03335,SK-OV-3
109874,-4,SN12C
109874,-4.5548,SNB-19
109874,-4.0162,SNB-75
109874,-4.6397,SR
109874,-5.3364,SW-620
109874,-4,T-47D
109874,-4,TK-10
109874,-5.161,U251
109874,-4,UACC-257
109874,-5.16005,UACC-62
109874,-4,UO-31
134727,-4.21055,786-0
134727,-3.8105,A498
134727,-4.4276,A549/ATCC
134727,-4.36665,ACHN
134727,-3.5784,BT-549
134727,-4.3868,CAKI-1
134727,-4.3787,CCRF-CEM
134727,-4.1555,COLO 205
134727,-3.7495,DU-145
134727,-3.5784,EKVX
134727,-4.1062,HCC-2998
134727,-4.4292,HCT-116
134727,-3.7892,HCT-15
134727,-4.04035,HL-60(TB)
134727,-3.94005,HOP-62
134727,-3.7892,HOP-92
134727,-3.5784,HS 578T
134727,-4.11335,HT29
134727,-4.10225,IGROV1
134727,-3.97665,K-562
134727,-3.938,KM12
134727,-4.54805,LOX IMVI
134727,-4.17855,M14
134727,-4.1087,MALME-3M
134727,-4.1979,MCF7
134727,-3.5784,MDA-MB-231/ATCC
134727,-3.5784,MDA-MB-435
134727,-3.5784,MDA-N
134727,-4.11785,MOLT-4
134727,-3.7892,NCI-H226
134727,-4.69065,NCI-H23
134727,-3.7892,NCI-H322M
134727,-4.96515,NCI-H460
134727,-4.3288,NCI-H522
134727,-3.5784,NCI/ADR-RES
134727,-3.9419,OVCAR-3
134727,-3.9476,OVCAR-4
134727,-3.7892,OVCAR-5
134727,-3.94725,OVCAR-8
134727,-3.8578,PC-3
134727,-3.84185,RPMI-8226
134727,-3.7892,RXF 393
134727,-4.03445,SF-268
134727,-4.3334,SF-295
134727,-4.30575,SF-539
134727,-4.05145,SK-MEL-2
134727,-3.7892,SK-MEL-28
134727,-4.45335,SK-MEL-5
134727,-3.81025,SK-OV-3
134727,-4.1926,SN12C
134727,-3.8779,SNB-19
134727,-4,SNB-75
134727,-3.86345,SR
134727,-4.3684,SW-620
134727,-3.5784,T-47D
134727,-3.7892,TK-10
134727,-4.5167,U251
134727,-3.7892,UACC-257
134727,-4.6604,UACC-62
134727,-3.7892,UO-31
138783,-4,786-0
138783,-4,A498
138783,-4,A549/ATCC
138783,-4,ACHN
138783,-4,BT-549
138783,-4.10466666666667,CAKI-1
138783,-4.29056666666667,CCRF-CEM
138783,-4,COLO 205
138783,-4,DU-145
138783,-4,EKVX
138783,-4,HCC-2998
138783,-4.02953333333333,HCT-116
138783,-4,HCT-15
138783,-4,HL-60(TB)
138783,-4,HOP-62
138783,-4,HOP-92
138783,-4,HS 578T
138783,-4,HT29
138783,-4,IGROV1
138783,-4,K-562
138783,-4,KM12
138783,-4.0922,LOX IMVI
138783,-4.02586666666667,M14
138783,-4,MALME-3M
138783,-4.0336,MCF7
138783,-4,MDA-MB-231/ATCC
138783,-4,MDA-MB-435
138783,-4.9821,MOLT-4
138783,-4,NCI-H226
138783,-4,NCI-H23
138783,-4,NCI-H322M
138783,-4.12503333333333,NCI-H460
138783,-4,NCI-H522
138783,-4,NCI/ADR-RES
138783,-4.02846666666667,OVCAR-3
138783,-4,OVCAR-4
138783,-4,OVCAR-5
138783,-4,OVCAR-8
138783,-4,PC-3
138783,-4,RPMI-8226
138783,-4,RXF 393
138783,-4,SF-268
138783,-4.05713333333333,SF-295
138783,-4.04656666666667,SF-539
138783,-4,SK-MEL-2
138783,-4,SK-MEL-28
138783,-4.00476666666667,SK-MEL-5
138783,-4,SK-OV-3
138783,-4.01006666666667,SN12C
138783,-4,SNB-19
138783,-4,SNB-75
138783,-4,SR
138783,-4.01796666666667,SW-620
138783,-4,T-47D
138783,-4,TK-10
138783,-4.0193,U251
138783,-4,UACC-257
138783,-4,UACC-62
138783,-4,UO-31
154948,-5.9744,786-0
154948,-4.78575,A498
154948,-6.04045,A549/ATCC
154948,-6.25935,ACHN
154948,-4.66655,BT-549
154948,-5.57755,CAKI-1
154948,-6.6485,CCRF-CEM
154948,-4.8709,COLO 205
154948,-5.9508,DU-145
154948,-4.76375,EKVX
154948,-5.21395,HCC-2998
154948,-5.7422,HCT-116
154948,-5.529,HCT-15
154948,-5.6845,HL-60(TB)
154948,-5.59555,HOP-62
154948,-4.5972,HOP-92
154948,-4.59755,HS 578T
154948,-5.6484,HT29
154948,-5.02825,IGROV1
154948,-5.42865,K-562
154948,-5.526,KM12
154948,-6.13195,LOX IMVI
154948,-5.58125,M14
154948,-4.8557,MALME-3M
154948,-6.3166,MCF7
154948,-4.6386,MDA-MB-231/ATCC
154948,-4.7346,MDA-MB-435
154948,-6.2507,MOLT-4
154948,-5.73935,NCI-H226
154948,-5.6203,NCI-H23
154948,-4.6664,NCI-H322M
154948,-7.10105,NCI-H460
154948,-4.77885,NCI-H522
154948,-4.6244,NCI/ADR-RES
154948,-4.98795,OVCAR-3
154948,-4.64635,OVCAR-4
154948,-4.69135,OVCAR-5
154948,-5.37605,OVCAR-8
154948,-4.8148,PC-3
154948,-4.75335,RXF 393
154948,-5.22775,SF-268
154948,-5.6536,SF-295
154948,-5.7782,SF-539
154948,-4.4213,SK-MEL-2
154948,-4.652,SK-MEL-28
154948,-5.76975,SK-MEL-5
154948,-5.034,SK-OV-3
154948,-6.053,SN12C
154948,-5.1605,SNB-19
154948,-5.131,SNB-75
154948,-5.48445,SW-620
154948,-4.7164,T-47D
154948,-4.7192,TK-10
154948,-6.00305,U251
154948,-4.56125,UACC-257
154948,-5.1834,UACC-62
154948,-5.0349,UO-31
174939,-4.0512,786-0
174939,-4.26665,A549/ATCC
174939,-4,ACHN
174939,-4,BT-549
174939,-4,CAKI-1
174939,-4,CCRF-CEM
174939,-4,COLO 205
174939,-4,DU-145
174939,-4,EKVX
174939,-4,HCC-2998
174939,-4,HCT-116
174939,-4.2998,HCT-15
174939,-4,HL-60(TB)
174939,-4,HOP-62
174939,-4,HOP-92
174939,-4,HS 578T
174939,-8,HT29
174939,-4.01015,IGROV1
174939,-4.224,K-562
174939,-4,KM12
174939,-4.3668,LOX IMVI
174939,-4,M14
174939,-4,MALME-3M
174939,-8,MCF7
174939,-4,MDA-MB-231/ATCC
174939,-4,MDA-MB-435
174939,-4,MDA-N
174939,-4.2039,MOLT-4
174939,-4,NCI-H226
174939,-4,NCI-H23
174939,-4,NCI-H322M
174939,-6.2622,NCI-H460
174939,-4,NCI-H522
174939,-4,NCI/ADR-RES
174939,-4,OVCAR-3
174939,-4,OVCAR-4
174939,-4,OVCAR-5
174939,-4.0452,OVCAR-8
174939,-4,PC-3
174939,-4.69625,RPMI-8226
174939,-4,RXF 393
174939,-4,SF-268
174939,-4.2251,SF-295
174939,-4,SF-539
174939,-4,SK-MEL-2
174939,-4,SK-MEL-28
174939,-4,SK-MEL-5
174939,-4,SK-OV-3
174939,-4,SN12C
174939,-4,SNB-19
174939,-4,SNB-75
174939,-4.1614,SR
174939,-4.1232,SW-620
174939,-4,T-47D
174939,-4,TK-10
174939,-4.00425,U251
174939,-4,UACC-257
174939,-4,UACC-62
174939,-4,UO-31
221019,-4.7447,786-0
221019,-4.7903,A549/ATCC
221019,-4.3553,ACHN
221019,-4,CAKI-1
221019,-4.9917,CCRF-CEM
221019,-5,COLO 205
221019,-4.4908,DU-145
221019,-4,EKVX
221019,-5.223,HCC-2998
221019,-4.6402,HCT-116
221019,-4.7717,HCT-15
221019,-4.2463,HOP-62
221019,-5.3219,HT29
221019,-5.3549,IGROV1
221019,-4.2449,K-562
221019,-4.407,KM12
221019,-5.0637,LOX IMVI
221019,-4.6419,M14
221019,-4.7146,MCF7
221019,-4.6218,MDA-MB-435
221019,-4.5829,MDA-N
221019,-5.1962,MOLT-4
221019,-4,NCI-H23
221019,-4.796,NCI-H460
221019,-4.3655,NCI-H522
221019,-4,NCI/ADR-RES
221019,-4.4648,OVCAR-3
221019,-4,OVCAR-5
221019,-4.2165,OVCAR-8
221019,-5.5326,PC-3
221019,-5.0664,RPMI-8226
221019,-4,SF-268
221019,-4.8341,SF-295
221019,-4.4812,SF-539
221019,-4.9731,SK-MEL-2
221019,-4.5111,SK-MEL-28
221019,-4.6649,SK-MEL-5
221019,-4.5049,SN12C
221019,-4,SNB-19
221019,-4,SNB-75
221019,-5.3801,SR
221019,-4.5613,SW-620
221019,-4,T-47D
221019,-4,TK-10
221019,-4.4051,UACC-257
221019,-5.0773,UACC-62
221019,-4.1562,UO-31
249992,-6.49193225806452,786-0
249992,-5.41439504950495,A498
249992,-6.73179296875,A549/ATCC
249992,-6.84459072164948,ACHN
249992,-5.22767777777778,BT-549
249992,-5.86889158878505,CAKI-1
249992,-6.96401101694915,CCRF-CEM
249992,-5.28809919354839,COLO 205
249992,-6.41782727272727,DU-145
249992,-5.16335304347826,EKVX
249992,-5.43963305084746,HCC-2998
249992,-5.6309275,HCT-116
249992,-5.79809316239316,HCT-15
249992,-7.04185,HL-60(TB)
249992,-6.19949464285714,HOP-62
249992,-5.14101043478261,HOP-92
249992,-5.032321875,HS 578T
249992,-5.49474803149606,HT29
249992,-5.20689083333333,IGROV1
249992,-5.7509536,K-562
249992,-5.53764677419355,KM12
249992,-6.30524615384615,LOX IMVI
249992,-6.02684591836735,M14
249992,-5.31391946902655,MALME-3M
249992,-6.25612142857143,MCF7
249992,-5.29315757575758,MDA-MB-231/ATCC
249992,-5.08097666666667,MDA-MB-435
249992,-5.22242121212121,MDA-N
249992,-7.33314344262295,MOLT-4
249992,-5.56977027027027,NCI-H226
249992,-6.116675,NCI-H23
249992,-5.09131403508772,NCI-H322M
249992,-7.49062845528455,NCI-H460
249992,-5.36333684210526,NCI-H522
249992,-5.05559193548387,NCI/ADR-RES
249992,-5.25155882352941,OVCAR-3
249992,-5.109935,OVCAR-4
249992,-5.1958344,OVCAR-5
249992,-5.76464603174603,OVCAR-8
249992,-5.30652727272727,PC-3
249992,-5.66593333333333,RPMI-8226
249992,-5.19589807692308,RXF 393
249992,-5.51737542372881,SF-268
249992,-6.41906198347107,SF-295
249992,-6.00978181818182,SF-539
249992,-5.10576330275229,SK-MEL-2
249992,-5.19649411764706,SK-MEL-28
249992,-5.89250338983051,SK-MEL-5
249992,-5.42105853658537,SK-OV-3
249992,-6.30485609756098,SN12C
249992,-5.5510314516129,SNB-19
249992,-5.29213416666667,SNB-75
249992,-7.1525014084507,SR
249992,-5.74556612903226,SW-620
249992,-5.17587575757576,T-47D
249992,-5.18472121212121,TK-10
249992,-6.32675483870968,U251
249992,-5.13139075630252,UACC-257
249992,-5.54713196721312,UACC-62
249992,-5.42793622047244,UO-31
279836,-7.8313,786-0
279836,-6.0887,A498
279836,-7.37665,A549/ATCC
279836,-7.71655,ACHN
279836,-6.1491,BT-549
279836,-7.0961,CAKI-1
279836,-7.8136,CCRF-CEM
279836,-6.47005,COLO 205
279836,-6.9695,DU-145
279836,-5.3692,EKVX
279836,-6.5191,HCC-2998
279836,-7.0423,HCT-116
279836,-6.57695,HCT-15
279836,-8,HL-60(TB)
279836,-7.4281,HOP-62
279836,-5.99545,HOP-92
279836,-6.37535,HS 578T
279836,-6.61355,HT29
279836,-6.42985,IGROV1
279836,-6.84865,K-562
279836,-6.3116,KM12
279836,-7.27,LOX IMVI
279836,-6.18265,M14
279836,-5.89855,MALME-3M
279836,-8,MCF7
279836,-6.20035,MDA-MB-231/ATCC
279836,-6.19765,MDA-MB-435
279836,-6.3279,MDA-N
279836,-7.2359,MOLT-4
279836,-6.69095,NCI-H226
279836,-7.1241,NCI-H23
279836,-6.0501,NCI-H322M
279836,-8,NCI-H460
279836,-7.054,NCI-H522
279836,-5.1207,NCI/ADR-RES
279836,-5.9229,OVCAR-3
279836,-5.89975,OVCAR-4
279836,-5.7306,OVCAR-5
279836,-7.11175,OVCAR-8
279836,-6.4483,PC-3
279836,-6.6889,RPMI-8226
279836,-6.5501,RXF 393
279836,-7.05545,SF-268
279836,-7.37565,SF-295
279836,-7.2951,SF-539
279836,-6.0301,SK-MEL-2
279836,-6.03365,SK-MEL-28
279836,-6.8773,SK-MEL-5
279836,-6.2822,SK-OV-3
279836,-7.36505,SN12C
279836,-6.13035,SNB-19
279836,-6.56905,SNB-75
279836,-8,SR
279836,-6.7355,SW-620
279836,-6.1035,T-47D
279836,-5.3675,TK-10
279836,-7.77595,U251
279836,-5.4535,UACC-257
279836,-6.88165,UACC-62
279836,-5.9553,UO-31
281612,-5.3298,A498
281612,-5.832,A549/ATCC
281612,-6.2008,ACHN
281612,-4.1063,BT-549
281612,-6.4739,CAKI-1
281612,-5.4183,CCRF-CEM
281612,-5.6358,COLO 205
281612,-5.0443,EKVX
281612,-5.006,HCC-2998
281612,-4.3793,HCT-116
281612,-4.7101,HCT-15
281612,-5.3274,HL-60(TB)
281612,-4.1579,HOP-92
281612,-4.1468,HS 578T
281612,-5.0445,HT29
281612,-4.6638,IGROV1
281612,-4.7948,K-562
281612,-4.6043,KM12
281612,-4.9293,LOX IMVI
281612,-5.1124,M14
281612,-4.6699,MALME-3M
281612,-5.4444,MCF7
281612,-4.16,MDA-MB-231/ATCC
281612,-4.6718,MDA-MB-435
281612,-4.7176,MDA-N
281612,-5.4488,MOLT-4
281612,-4.862,NCI-H23
281612,-5.2663,NCI-H322M
281612,-6.8641,NCI-H460
281612,-6.529,NCI-H522
281612,-4.5393,NCI/ADR-RES
281612,-4.9798,OVCAR-3
281612,-4.3872,OVCAR-4
281612,-4.7379,OVCAR-5
281612,-4.7092,OVCAR-8
281612,-4.4107,PC-3
281612,-4.9136,RPMI-8226
281612,-4.5549,SF-268
281612,-5.113,SF-295
281612,-5.2038,SF-539
281612,-4.2708,SK-MEL-2
281612,-4.5594,SK-MEL-28
281612,-4.946,SK-MEL-5
281612,-4.6118,SN12C
281612,-4.4842,SNB-19
281612,-6.1516,SW-620
281612,-5.1912,TK-10
281612,-4.7683,U251
281612,-4.6347,UACC-257
281612,-5.0976,UACC-62
281612,-5.1445,UO-31
308847,-5.40123333333333,786-0
308847,-5.01065384615385,A498
308847,-5.55550714285714,A549/ATCC
308847,-5.838375,ACHN
308847,-4.85083333333333,BT-549
308847,-4.963,CAKI-1
308847,-5.409025,CCRF-CEM
308847,-5.44499166666667,COLO 205
308847,-5.106,DU-145
308847,-4.77376363636364,EKVX
308847,-5.1631,HCC-2998
308847,-5.56376153846154,HCT-116
308847,-5.33945384615385,HCT-15
308847,-5.28549,HL-60(TB)
308847,-4.94653846153846,HOP-62
308847,-4.43453,HOP-92
308847,-4.637525,HS 578T
308847,-5.25966363636364,HT29
308847,-5.03117692307692,IGROV1
308847,-5.29484545454545,K-562
308847,-5.09013076923077,KM12
308847,-5.358675,LOX IMVI
308847,-5.1424,M14
308847,-5.060725,MALME-3M
308847,-5.40246153846154,MCF7
308847,-5.25416666666667,MDA-MB-231/ATCC
308847,-5.1184,MDA-MB-435
308847,-5.22876666666667,MDA-N
308847,-5.84760833333333,MOLT-4
308847,-5.01335,NCI-H226
308847,-5.03773076923077,NCI-H23
308847,-4.9412,NCI-H322M
308847,-5.96212857142857,NCI-H460
308847,-5.04338571428571,NCI-H522
308847,-5.06976153846154,NCI/ADR-RES
308847,-4.72677272727273,OVCAR-3
308847,-4.90358181818182,OVCAR-4
308847,-4.86603076923077,OVCAR-5
308847,-5.35786923076923,OVCAR-8
308847,-5.243025,PC-3
308847,-5.10014615384615,RPMI-8226
308847,-4.93803076923077,RXF 393
308847,-4.87269230769231,SF-268
308847,-5.10874444444445,SF-295
308847,-4.98580714285714,SF-539
308847,-4.967425,SK-MEL-2
308847,-4.82769230769231,SK-MEL-28
308847,-5.28390833333333,SK-MEL-5
308847,-4.57645454545455,SK-OV-3
308847,-5.12232307692308,SN12C
308847,-4.91165,SNB-19
308847,-4.6937,SNB-75
308847,-5.5069,SR
308847,-5.51123076923077,SW-620
308847,-4.754925,T-47D
308847,-4.746625,TK-10
308847,-5.17227857142857,U251
308847,-4.97403333333333,UACC-257
308847,-5.1767,UACC-62
308847,-4.94139230769231,UO-31
352122,-7.48518888888889,786-0
352122,-4.53948235294118,A498
352122,-7.83824705882353,A549/ATCC
352122,-6.89705,ACHN
352122,-4.58814,BT-549
352122,-5.30858125,CAKI-1
352122,-7.30411666666667,CCRF-CEM
352122,-5.0420125,COLO 205
352122,-6.55077142857143,DU-145
352122,-4.74513333333333,EKVX
352122,-5.63820714285714,HCC-2998
352122,-7.94042631578947,HCT-116
352122,-7.60029375,HCT-15
352122,-6.03905,HL-60(TB)
352122,-6.23465,HOP-62
352122,-4.56995,HOP-92
352122,-4.96132222222222,HS 578T
352122,-7.35620769230769,HT29
352122,-5.25519444444444,IGROV1
352122,-7.83246875,K-562
352122,-5.86514705882353,KM12
352122,-7.60171666666667,LOX IMVI
352122,-7.06563333333333,M14
352122,-4.77646666666667,MALME-3M
352122,-7.08542666666667,MCF7
352122,-5.657775,MDA-MB-231/ATCC
352122,-5.65537142857143,MDA-MB-435
352122,-7.43691428571429,MDA-N
352122,-7.47074615384615,MOLT-4
352122,-4.61275,NCI-H226
352122,-5.69280588235294,NCI-H23
352122,-4.83501333333333,NCI-H322M
352122,-8.0131,NCI-H460
352122,-4.72410526315789,NCI-H522
352122,-4.44367222222222,NCI/ADR-RES
352122,-4.8298,OVCAR-3
352122,-4.58888125,OVCAR-4
352122,-4.68433529411765,OVCAR-5
352122,-7.02642222222222,OVCAR-8
352122,-6.6054875,PC-3
352122,-5.461,RPMI-8226
352122,-4.79717894736842,RXF 393
352122,-5.34754375,SF-268
352122,-6.73746875,SF-295
352122,-5.56468461538462,SF-539
352122,-4.7084875,SK-MEL-2
352122,-4.82554736842105,SK-MEL-28
352122,-6.77175882352941,SK-MEL-5
352122,-4.61276,SK-OV-3
352122,-5.6305,SN12C
352122,-4.46965,SNB-19
352122,-4.42057333333333,SNB-75
352122,-7.80301428571429,SR
352122,-7.25595555555556,SW-620
352122,-5.0252875,T-47D
352122,-5.02845555555556,TK-10
352122,-6.11499411764706,U251
352122,-4.89965454545455,UACC-257
352122,-7.02918125,UACC-62
352122,-4.60210769230769,UO-31
354258,-4.55326666666667,786-0
354258,-4,A498
354258,-5.67026666666667,A549/ATCC
354258,-5.9041,ACHN
354258,-4,BT-549
354258,-4.18573333333333,CAKI-1
354258,-5.35886666666667,CCRF-CEM
354258,-5.39553333333333,COLO 205
354258,-4.80306666666667,DU-145
354258,-4.0296,EKVX
354258,-4.9366,HCC-2998
354258,-6.25603333333333,HCT-116
354258,-6.20363333333333,HCT-15
354258,-6.12836666666667,HL-60(TB)
354258,-4,HOP-62
354258,-4,HOP-92
354258,-4,HS 578T
354258,-5.85536666666667,HT29
354258,-5.73276666666667,IGROV1
354258,-6.2649,K-562
354258,-5.05046666666667,KM12
354258,-6.11783333333333,LOX IMVI
354258,-5.22123333333333,M14
354258,-4,MALME-3M
354258,-6.03233333333333,MCF7
354258,-4,MDA-MB-231/ATCC
354258,-5.2039,MDA-MB-435
354258,-4.89236666666667,MDA-N
354258,-6.0088,MOLT-4
354258,-4,NCI-H226
354258,-4.90705,NCI-H23
354258,-4.2234,NCI-H322M
354258,-6.2077,NCI-H460
354258,-4.83083333333333,NCI-H522
354258,-4.47236666666667,NCI/ADR-RES
354258,-4.37026666666667,OVCAR-3
354258,-4.37356666666667,OVCAR-4
354258,-4,OVCAR-5
354258,-5.2005,OVCAR-8
354258,-5.11213333333333,PC-3
354258,-4.65815,RPMI-8226
354258,-4.35365,RXF 393
354258,-4,SF-268
354258,-4.4452,SF-295
354258,-4,SF-539
354258,-4,SK-MEL-2
354258,-4,SK-MEL-28
354258,-4.27153333333333,SK-MEL-5
354258,-4,SK-OV-3
354258,-4.4214,SN12C
354258,-4,SNB-19
354258,-4,SNB-75
354258,-5.54466666666667,SR
354258,-5.42085,SW-620
354258,-4.2104,T-47D
354258,-4,TK-10
354258,-4.1997,U251
354258,-4,UACC-257
354258,-4.0052,UACC-62
354258,-4.76593333333333,UO-31
606869,-6.6514,786-0
606869,-6.64426666666667,A549/ATCC
606869,-6.5871,ACHN
606869,-4.06013333333333,BT-549
606869,-6.91076666666667,CAKI-1
606869,-6.2644,COLO 205
606869,-6.12955,DU-145
606869,-4,EKVX
606869,-4.04596666666667,HCC-2998
606869,-7.2257,HCT-116
606869,-4.4293,HCT-15
606869,-6.2965,HL-60(TB)
606869,-6.0427,HOP-62
606869,-4,HOP-92
606869,-4,HS 578T
606869,-4.96133333333333,HT29
606869,-4,IGROV1
606869,-4,KM12
606869,-5.42,LOX IMVI
606869,-7.39783333333333,M14
606869,-4,MALME-3M
606869,-6.577,MCF7
606869,-4.75706666666667,MDA-MB-231/ATCC
606869,-4,MDA-MB-435
606869,-7.73085,MOLT-4
606869,-4.6465,NCI-H226
606869,-7.2158,NCI-H23
606869,-4,NCI-H322M
606869,-6.13213333333333,NCI-H460
606869,-4,NCI-H522
606869,-7.6655,NCI/ADR-RES
606869,-4,OVCAR-3
606869,-4,OVCAR-4
606869,-4,OVCAR-5
606869,-6.79453333333333,OVCAR-8
606869,-4,PC-3
606869,-4.03493333333333,RPMI-8226
606869,-4.0175,RXF 393
606869,-5.84316666666667,SF-268
606869,-5.2517,SF-295
606869,-5.17706666666667,SF-539
606869,-4,SK-MEL-2
606869,-4,SK-MEL-28
606869,-6.40555,SK-MEL-5
606869,-4,SK-OV-3
606869,-6.0985,SN12C
606869,-6.0117,SNB-19
606869,-4.39695,SNB-75
606869,-5.1688,SR
606869,-4.67983333333333,SW-620
606869,-4,T-47D
606869,-4,TK-10
606869,-6.37296666666667,U251
606869,-4.78153333333333,UACC-257
606869,-6.43246666666667,UACC-62
606869,-5.96953333333333,UO-31
608210,-7.31095,786-0
608210,-6.08055,A498
608210,-7.60305,A549/ATCC
608210,-5.2854,ACHN
608210,-4.86325,BT-549
608210,-4.74375,CAKI-1
608210,-8,CCRF-CEM
608210,-8,COLO 205
608210,-8,DU-145
608210,-6.06055,EKVX
608210,-7.3849,HCC-2998
608210,-8,HCT-116
608210,-6.5298,HCT-15
608210,-8,HL-60(TB)
608210,-7.7924,HOP-62
608210,-4.9009,HOP-92
608210,-8,HT29
608210,-7.6177,IGROV1
608210,-8,K-562
608210,-8,KM12
608210,-7.31465,LOX IMVI
608210,-7.6248,M14
608210,-5.16585,MALME-3M
608210,-8,MCF7
608210,-5.67795,MDA-MB-231/ATCC
608210,-8,MDA-MB-435
608210,-7.7184,MOLT-4
608210,-4.96315,NCI-H226
608210,-5.8433,NCI-H23
608210,-4.7269,NCI-H322M
608210,-8,NCI-H460
608210,-7.1945,NCI-H522
608210,-5.23265,NCI/ADR-RES
608210,-8,OVCAR-3
608210,-4.8345,OVCAR-4
608210,-4.41115,OVCAR-5
608210,-7.5109,OVCAR-8
608210,-7.8486,PC-3
608210,-6.8805,RPMI-8226
608210,-8,RXF 393
608210,-6.78545,SF-268
608210,-8,SF-295
608210,-8,SF-539
608210,-4.99525,SK-MEL-2
608210,-4.7167,SK-MEL-28
608210,-7.9798,SK-MEL-5
608210,-5.90945,SK-OV-3
608210,-4.8479,SN12C
608210,-5.5759,SNB-19
608210,-4.7968,SNB-75
608210,-8,SR
608210,-8,SW-620
608210,-4.51075,T-47D
608210,-4.88085,TK-10
608210,-8,U251
608210,-4.6056,UACC-257
608210,-4.9886,UO-31
613327,-7.23496666666667,786-0
613327,-5.82915555555556,A498
613327,-6.94744,A549/ATCC
613327,-7.59632,ACHN
613327,-5.42857142857143,BT-549
613327,-6.67813333333333,CAKI-1
613327,-6.95804444444444,CCRF-CEM
613327,-5.79051,COLO 205
613327,-6.67313,DU-145
613327,-5.6,EKVX
613327,-5.6,HCC-2998
613327,-7.28266666666667,HCT-116
613327,-5.81951111111111,HCT-15
613327,-7.35739,HL-60(TB)
613327,-6.70411,HOP-62
613327,-5.55555555555556,HOP-92
613327,-5.6,HS 578T
613327,-6.03207142857143,HT29
613327,-5.81321,IGROV1
613327,-5.90375555555556,K-562
613327,-5.55555555555556,KM12
613327,-6.85342,LOX IMVI
613327,-7.44697,M14
613327,-5.625,MALME-3M
613327,-7.07385555555556,MCF7
613327,-5.78418888888889,MDA-MB-231/ATCC
613327,-6.39768,MDA-MB-435
613327,-6.07265,MDA-N
613327,-6.70825,MOLT-4
613327,-5.6,NCI-H226
613327,-7.11784,NCI-H23
613327,-5.6,NCI-H322M
613327,-7.43837,NCI-H460
613327,-5.55555555555556,NCI-H522
613327,-6.7848,NCI/ADR-RES
613327,-5.55555555555556,OVCAR-3
613327,-5.55555555555556,OVCAR-4
613327,-5.55555555555556,OVCAR-5
613327,-7.00285555555556,OVCAR-8
613327,-5.6,PC-3
613327,-5.88113333333333,RPMI-8226
613327,-5.5,RXF 393
613327,-6.49627,SF-268
613327,-6.51453,SF-295
613327,-6.9069,SF-539
613327,-5.5414,SK-MEL-2
613327,-5.6,SK-MEL-28
613327,-6.22769,SK-MEL-5
613327,-5.6,SK-OV-3
613327,-6.54794,SN12C
613327,-6.33681,SNB-19
613327,-5.68681111111111,SNB-75
613327,-6.68109,SR
613327,-5.63442,SW-620
613327,-5.64472,T-47D
613327,-5.6,TK-10
613327,-6.70859,U251
613327,-5.6,UACC-257
613327,-6.75505,UACC-62
613327,-6.42267,UO-31
627168,-6.2906,786-0
627168,-5.00405,A498
627168,-6.1961,A549/ATCC
627168,-5.91116666666667,ACHN
627168,-5.58566666666667,CAKI-1
627168,-5.7686,CCRF-CEM
627168,-6.20783333333333,COLO 205
627168,-5.4539,DU-145
627168,-5.14815,EKVX
627168,-5.46935,HCC-2998
627168,-6.85283333333333,HCT-116
627168,-6.0645,HCT-15
627168,-5.25196666666667,HL-60(TB)
627168,-5.50356666666667,HOP-62
627168,-4.8214,HOP-92
627168,-5.549,HS 578T
627168,-6.46155,HT29
627168,-5.69536666666667,IGROV1
627168,-6.1153,K-562
627168,-5.9591,KM12
627168,-6.2497,LOX IMVI
627168,-5.8103,M14
627168,-5.1528,MALME-3M
627168,-6.2016,MCF7
627168,-5.1114,MDA-MB-231/ATCC
627168,-5.6958,MDA-MB-435
627168,-5.9363,MDA-N
627168,-6.43373333333333,MOLT-4
627168,-4.8228,NCI-H226
627168,-5.70336666666667,NCI-H23
627168,-5.6566,NCI-H322M
627168,-6.40623333333333,NCI-H460
627168,-5.73743333333333,NCI-H522
627168,-6.2696,NCI/ADR-RES
627168,-5.4031,OVCAR-3
627168,-5.69326666666667,OVCAR-4
627168,-4.87706666666667,OVCAR-5
627168,-6.36476666666667,OVCAR-8
627168,-6.1528,PC-3
627168,-6.14585,RPMI-8226
627168,-5.54105,RXF 393
627168,-5.3642,SF-268
627168,-5.76376666666667,SF-295
627168,-5.7027,SF-539
627168,-5.41263333333333,SK-MEL-2
627168,-5.0606,SK-MEL-28
627168,-5.9204,SK-MEL-5
627168,-4.8799,SK-OV-3
627168,-5.91065,SN12C
627168,-5.42506666666667,SNB-19
627168,-5.04166666666667,SNB-75
627168,-5.92775,SR
627168,-6.4754,SW-620
627168,-4.7619,T-47D
