NSC,mean_log_IC50,CELL_NAME
627168,-5.0472,TK-10
627168,-5.73986666666667,U251
627168,-5.1229,UACC-257
627168,-5.60686666666667,UACC-62
627168,-5.27103333333333,UO-31
628503,-6.8889,786-0
628503,-5.03941428571429,A498
628503,-7.85508333333333,A549/ATCC
628503,-5.2856,ACHN
628503,-5.0989,BT-549
628503,-5.93658571428571,CAKI-1
628503,-6.87477142857143,CCRF-CEM
628503,-8.14704285714286,COLO 205
628503,-8,DU-145
628503,-5.2815375,EKVX
628503,-7.9304,HCC-2998
628503,-8.14106666666667,HCT-116
628503,-6.86676666666667,HCT-15
628503,-7.523725,HL-60(TB)
628503,-5.505025,HOP-62
628503,-5.04901428571429,HOP-92
628503,-6.3285,HS 578T
628503,-8.02965714285714,HT29
628503,-5.1742125,IGROV1
628503,-7.8504,K-562
628503,-8.0838,KM12
628503,-6.934,LOX IMVI
628503,-7.692725,M14
628503,-5.31897142857143,MALME-3M
628503,-8.21365,MCF7
628503,-5.28285,MDA-MB-231/ATCC
628503,-8.67465,MDA-MB-435
628503,-9.7011,MDA-N
628503,-5.86973333333333,MOLT-4
628503,-4.9171375,NCI-H226
628503,-5.91574,NCI-H23
628503,-5.51158333333333,NCI-H322M
628503,-8.17,NCI-H460
628503,-7.63227142857143,NCI-H522
628503,-5.5379,NCI/ADR-RES
628503,-7.6569,OVCAR-3
628503,-5.12244285714286,OVCAR-4
628503,-5.5555,OVCAR-5
628503,-6.972,OVCAR-8
628503,-5.7328,PC-3
628503,-7.11851666666667,RPMI-8226
628503,-5.1536,RXF 393
628503,-5.54098,SF-268
628503,-7.5962,SF-295
628503,-7.85705,SF-539
628503,-5.97458,SK-MEL-2
628503,-5.23608571428571,SK-MEL-28
628503,-7.60318333333333,SK-MEL-5
628503,-6.60675,SK-OV-3
628503,-5.3638,SN12C
628503,-5.43883333333333,SNB-19
628503,-7.04885,SNB-75
628503,-6.61831666666667,SR
628503,-7.439525,SW-620
628503,-5.40558333333333,TK-10
628503,-7.59692857142857,U251
628503,-5.11818571428572,UACC-257
628503,-6.03605,UACC-62
628503,-5.1474125,UO-31
637037,-3.99136666666667,786-0
637037,-3.7701,A498
637037,-4.1088,A549/ATCC
637037,-4.2846,ACHN
637037,-3.891,BT-549
637037,-4.3688,CAKI-1
637037,-3.95356666666667,CCRF-CEM
637037,-3.9698,COLO 205
637037,-4.1112,DU-145
637037,-3.77286666666667,EKVX
637037,-3.7702,HCC-2998
637037,-4.2692,HCT-116
637037,-4.3283,HCT-15
637037,-4.22003333333333,HL-60(TB)
637037,-3.80316666666667,HOP-62
637037,-3.74373333333333,HOP-92
637037,-4.1358,HS 578T
637037,-4.1051,HT29
637037,-4.29916666666667,IGROV1
637037,-4.06835,K-562
637037,-3.94576666666667,KM12
637037,-4.25646666666667,LOX IMVI
637037,-4.14836666666667,M14
637037,-3.80273333333333,MALME-3M
637037,-4.0911,MCF7
637037,-3.8976,MDA-MB-231/ATCC
637037,-4.18515,MDA-MB-435
637037,-4.0462,MOLT-4
637037,-3.7237,NCI-H226
637037,-3.82183333333333,NCI-H23
637037,-3.86006666666667,NCI-H322M
637037,-4.217,NCI-H460
637037,-4.0788,NCI-H522
637037,-3.767,NCI/ADR-RES
637037,-3.7626,OVCAR-3
637037,-3.74423333333333,OVCAR-4
637037,-3.67653333333333,OVCAR-5
637037,-3.88586666666667,OVCAR-8
637037,-3.7907,PC-3
637037,-4.13465,RPMI-8226
637037,-3.8483,RXF 393
637037,-3.86753333333333,SF-268
637037,-3.98153333333333,SF-295
637037,-4.0008,SF-539
637037,-3.91345,SK-MEL-2
637037,-3.74236666666667,SK-MEL-28
637037,-4.01823333333333,SK-MEL-5
637037,-4.02183333333333,SK-OV-3
637037,-4.0935,SN12C
637037,-3.7329,SNB-19
637037,-3.8624,SNB-75
637037,-4.2064,SR
637037,-3.83116666666667,SW-620
637037,-3.9986,T-47D
637037,-3.86293333333333,TK-10
637037,-4.11656666666667,U251
637037,-3.5661,UACC-257
637037,-4.2299,UACC-62
637037,-4.1664,UO-31
638850,-7.31243333333333,786-0
638850,-7.23845,A498
638850,-7.14355,A549/ATCC
638850,-7.448925,ACHN
638850,-6.09965,BT-549
638850,-7.5608,CAKI-1
638850,-7.51376666666667,CCRF-CEM
638850,-6.87173333333333,COLO 205
638850,-6.5278,DU-145
638850,-6.322775,EKVX
638850,-6.5883,HCC-2998
638850,-6.70413333333333,HCT-116
638850,-6.6914,HCT-15
638850,-6.85665,HL-60(TB)
638850,-7.05045,HOP-62
638850,-4.70855,HOP-92
638850,-7.0278,HS 578T
638850,-6.78815,HT29
638850,-7.2651,IGROV1
638850,-6.32775,K-562
638850,-7.2193,KM12
638850,-7.20845,LOX IMVI
638850,-7.141,M14
638850,-6.624125,MALME-3M
638850,-6.65925,MCF7
638850,-6.7812,MDA-MB-231/ATCC
638850,-6.24635,MDA-MB-435
638850,-6.1447,MDA-N
638850,-7.21165,MOLT-4
638850,-5.70123333333333,NCI-H226
638850,-6.603,NCI-H23
638850,-6.17146666666667,NCI-H322M
638850,-7.1954,NCI-H460
638850,-6.6446,NCI-H522
638850,-6.5413,NCI/ADR-RES
638850,-6.5387,OVCAR-3
638850,-6.0762,OVCAR-4
638850,-6.08475,OVCAR-5
638850,-6.974275,OVCAR-8
638850,-7.4804,PC-3
638850,-6.24053333333333,RPMI-8226
638850,-7.43876666666667,RXF 393
638850,-6.565975,SF-268
638850,-7.1086,SF-295
638850,-7.5267,SF-539
638850,-6.670425,SK-MEL-2
638850,-6.14943333333333,SK-MEL-28
638850,-6.47505,SK-MEL-5
638850,-6.462925,SK-OV-3
638850,-6.68173333333333,SN12C
638850,-6.522575,SNB-19
638850,-7.01845,SNB-75
638850,-7.5784,SR
638850,-6.67076666666667,SW-620
638850,-7.2147,TK-10
638850,-6.851725,U251
638850,-6.1925,UACC-257
638850,-7.10775,UACC-62
638850,-7.2276,UO-31
639186,-4,786-0
639186,-4.1869,A549/ATCC
639186,-4,ACHN
639186,-4,BT-549
639186,-4,CAKI-1
639186,-4,COLO 205
639186,-4,DU-145
639186,-4,EKVX
639186,-4,HCT-116
639186,-4,HCT-15
639186,-4,HL-60(TB)
639186,-4,HOP-62
639186,-4,HOP-92
639186,-4,HS 578T
639186,-4,HT29
639186,-4,IGROV1
639186,-7.7402,K-562
639186,-4,KM12
639186,-7.2717,LOX IMVI
639186,-4,M14
639186,-4.4423,MCF7
639186,-4,MDA-MB-231/ATCC
639186,-4,MDA-MB-435
639186,-4,MDA-N
639186,-4,MOLT-4
639186,-4,NCI-H226
639186,-4,NCI-H322M
639186,-7.2239,NCI-H460
639186,-4,NCI-H522
639186,-4,NCI/ADR-RES
639186,-4,OVCAR-3
639186,-4,OVCAR-4
639186,-4,OVCAR-5
639186,-4,OVCAR-8
639186,-4,PC-3
639186,-4,RPMI-8226
639186,-4,SF-268
639186,-4,SF-539
639186,-4,SK-MEL-2
639186,-4,SK-MEL-28
639186,-4,SK-OV-3
639186,-4,SN12C
639186,-4,SNB-19
639186,-4,SNB-75
639186,-7.1533,SR
639186,-4,SW-620
639186,-4,T-47D
639186,-4,TK-10
639186,-4,U251
639186,-4,UACC-257
639186,-4,UACC-62
639186,-4,UO-31
639966,-5.387875,786-0
639966,-4.78833333333333,A498
639966,-4.72895,A549/ATCC
639966,-4.682075,ACHN
639966,-4.60215,BT-549
639966,-5.05015,CAKI-1
639966,-5.4457,CCRF-CEM
639966,-5.2406,COLO 205
639966,-4.5311,DU-145
639966,-4.6231,EKVX
639966,-4.99363333333333,HCC-2998
639966,-4.946425,HCT-116
639966,-5.452975,HCT-15
639966,-5.526575,HL-60(TB)
639966,-4.79975,HOP-62
639966,-4.8633,HOP-92
639966,-4.5262,HS 578T
639966,-5.302,HT29
639966,-5.362825,IGROV1
639966,-4.58953333333333,K-562
639966,-6.02046666666667,KM12
639966,-4.918925,LOX IMVI
639966,-5.27795,M14
639966,-4.559775,MALME-3M
639966,-4.55516666666667,MCF7
639966,-4.7233,MDA-MB-231/ATCC
639966,-4.5798,MDA-MB-435
639966,-4.69363333333333,MDA-N
639966,-5.211175,MOLT-4
639966,-4.68575,NCI-H226
639966,-4.603175,NCI-H23
639966,-4.567775,NCI-H322M
639966,-5.6455,NCI-H460
639966,-5.089775,NCI-H522
639966,-4.57676666666667,NCI/ADR-RES
639966,-4.6776,OVCAR-3
639966,-4.67923333333333,OVCAR-4
639966,-4.969625,OVCAR-5
639966,-4.585475,OVCAR-8
639966,-5.7759,PC-3
639966,-5.04986666666667,RPMI-8226
639966,-5.00935,RXF 393
639966,-4.66503333333333,SF-268
639966,-4.930475,SF-295
639966,-4.552125,SF-539
639966,-4.531025,SK-MEL-2
639966,-4.4837,SK-MEL-28
639966,-4.566225,SK-MEL-5
639966,-4.7137,SK-OV-3
639966,-5.0358,SN12C
639966,-4.67875,SNB-19
639966,-4.65216666666667,SNB-75
639966,-5.506875,SR
639966,-4.8753,SW-620
639966,-4.4695,T-47D
639966,-5.36305,TK-10
639966,-4.665025,U251
639966,-4.453375,UACC-257
639966,-4.825675,UACC-62
639966,-4.774175,UO-31
656576,-5.89756666666667,786-0
656576,-5.56005,A498
656576,-6.4292,A549/ATCC
656576,-6.23316666666667,ACHN
656576,-5.44766666666667,BT-549
656576,-6.46816666666667,CAKI-1
656576,-5.2452,CCRF-CEM
656576,-6.3698,COLO 205
656576,-5.90285,DU-145
656576,-4.25233333333333,EKVX
656576,-4.57593333333333,HCC-2998
656576,-6.37046666666667,HCT-116
656576,-6.2951,HCT-15
656576,-6.14885,HL-60(TB)
656576,-5.08435,HOP-62
656576,-4.25233333333333,HOP-92
656576,-6.12696666666667,HS 578T
656576,-5.61205,HT29
656576,-6.20093333333333,IGROV1
656576,-4.85833333333333,K-562
656576,-6.62466666666667,KM12
656576,-6.15395,LOX IMVI
656576,-5.23993333333333,M14
656576,-4.4304,MALME-3M
656576,-5.18763333333333,MCF7
656576,-5.04173333333333,MDA-MB-231/ATCC
656576,-4.48763333333333,MDA-MB-435
656576,-4.47736666666667,MDA-N
656576,-5.7423,MOLT-4
656576,-4.39425,NCI-H226
656576,-4.73715,NCI-H23
656576,-4.5,NCI-H322M
656576,-6.411,NCI-H460
656576,-5.71026666666667,NCI-H522
656576,-5.51573333333333,NCI/ADR-RES
656576,-4.2787,OVCAR-3
656576,-4.26053333333333,OVCAR-4
656576,-4.25233333333333,OVCAR-5
656576,-5.48416666666667,OVCAR-8
656576,-5.80045,PC-3
656576,-4.64266666666667,RPMI-8226
656576,-5.29696666666667,RXF 393
656576,-5.40096666666667,SF-268
656576,-5.79626666666667,SF-295
656576,-6.01923333333333,SF-539
656576,-4.25233333333333,SK-MEL-2
656576,-4.25233333333333,SK-MEL-28
656576,-4.84843333333333,SK-MEL-5
656576,-5.6784,SK-OV-3
656576,-5.35836666666667,SN12C
656576,-4.26533333333333,SNB-19
656576,-6.47105,SNB-75
656576,-5.9504,SR
656576,-5.94733333333333,SW-620
656576,-4.279,T-47D
656576,-6.42223333333333,TK-10
656576,-5.7334,U251
656576,-4.25233333333333,UACC-257
656576,-4.25233333333333,UACC-62
656576,-6.5825,UO-31
673596,-8.160375,786-0
673596,-6.6485,A498
673596,-7.352525,A549/ATCC
673596,-8.25,ACHN
673596,-5.75236666666667,BT-549
673596,-8.160375,CAKI-1
673596,-8.25,CCRF-CEM
673596,-6.670725,COLO 205
673596,-7.9747,DU-145
673596,-4.90985,EKVX
673596,-6.618125,HCC-2998
673596,-7.16663333333333,HCT-116
673596,-6.60085,HCT-15
673596,-8.5,HL-60(TB)
673596,-7.950075,HOP-62
673596,-4.25,HOP-92
673596,-4.25,HS 578T
673596,-7.5267,HT29
673596,-6.272275,IGROV1
673596,-7.7893,K-562
673596,-6.9191,KM12
673596,-8.194075,LOX IMVI
673596,-8.158075,M14
673596,-6.34066666666667,MALME-3M
673596,-8,MCF7
673596,-5.7163,MDA-MB-231/ATCC
673596,-7.3282,MDA-MB-435
673596,-7.7855,MDA-N
673596,-8.25,MOLT-4
673596,-7.3807,NCI-H226
673596,-7.921025,NCI-H23
673596,-5.645375,NCI-H322M
673596,-8.25,NCI-H460
673596,-7.12955,NCI-H522
673596,-7.447,NCI/ADR-RES
673596,-6.84875,OVCAR-3
673596,-6.30016666666667,OVCAR-4
673596,-6.487275,OVCAR-5
673596,-7.73745,OVCAR-8
673596,-6.3629,PC-3
673596,-6.9575,RPMI-8226
673596,-6.716875,RXF 393
673596,-7.025625,SF-268
673596,-8.33333333333333,SF-295
673596,-8.25,SF-539
673596,-5.9853,SK-MEL-2
673596,-5.7905,SK-MEL-28
673596,-7.91665,SK-MEL-5
673596,-6.875525,SK-OV-3
673596,-8.059225,SN12C
673596,-7.59555,SNB-19
673596,-5.5444,SNB-75
673596,-8.33333333333333,SR
673596,-7.54725,SW-620
673596,-7.41665,T-47D
673596,-4.842475,TK-10
673596,-8.217525,U251
673596,-6.233575,UACC-257
673596,-8.1383,UACC-62
673596,-7.332575,UO-31
677083,-7.7365,786-0
677083,-7.4126,A498
677083,-7.1758,A549/ATCC
677083,-7.31813333333333,ACHN
677083,-7.49083333333333,BT-549
677083,-7.41873333333333,CAKI-1
677083,-7.75746666666667,CCRF-CEM
677083,-8.16186666666667,COLO 205
677083,-7.6376,DU-145
677083,-7.68163333333333,EKVX
677083,-8.0345,HCC-2998
677083,-8.1941,HCT-116
677083,-7.41403333333333,HCT-15
677083,-8.0035,HL-60(TB)
677083,-7.7645,HOP-62
677083,-7.71926666666667,HOP-92
677083,-7.72093333333333,HS 578T
677083,-7.76,HT29
677083,-7.34363333333333,IGROV1
677083,-8.20083333333333,K-562
677083,-8.09163333333333,KM12
677083,-8.1563,LOX IMVI
677083,-8.36266666666667,M14
677083,-8.36513333333333,MALME-3M
677083,-7.75186666666667,MCF7
677083,-7.80293333333333,MDA-MB-231/ATCC
677083,-8.4682,MDA-MB-435
677083,-8.48343333333333,MDA-N
677083,-7.58893333333333,MOLT-4
677083,-7.90095,NCI-H226
677083,-7.4583,NCI-H23
677083,-7.77933333333333,NCI-H322M
677083,-8.1161,NCI-H460
677083,-7.96646666666667,NCI-H522
677083,-6.29233333333333,NCI/ADR-RES
677083,-7.98913333333333,OVCAR-3
677083,-7.0893,OVCAR-4
677083,-7.6536,OVCAR-5
677083,-7.70306666666667,OVCAR-8
677083,-7.8124,PC-3
677083,-8.0298,RPMI-8226
677083,-7.6887,RXF 393
677083,-7.97886666666667,SF-268
677083,-7.838,SF-295
677083,-8.11393333333333,SF-539
677083,-8.0031,SK-MEL-2
677083,-8.1623,SK-MEL-28
677083,-8.24873333333333,SK-MEL-5
677083,-7.42143333333333,SK-OV-3
677083,-7.49496666666667,SN12C
677083,-7.96126666666667,SNB-19
677083,-7.66043333333333,SNB-75
677083,-7.2401,SR
677083,-7.56033333333333,SW-620
677083,-7.12545,T-47D
677083,-7.03776666666667,TK-10
677083,-8.32486666666667,U251
677083,-7.5707,UACC-257
677083,-8.0923,UACC-62
677083,-6.89606666666667,UO-31
683863,-6.3548,786-0
683863,-6.1669,A498
683863,-6.7393,A549/ATCC
683863,-6.3439,ACHN
683863,-6.24445,CAKI-1
683863,-5.3088,CCRF-CEM
683863,-6.52845,COLO 205
683863,-6.57935,DU-145
683863,-6.3513,EKVX
683863,-6.5145,HCC-2998
683863,-6.4674,HCT-116
683863,-6.3918,HCT-15
683863,-6.34015,HL-60(TB)
683863,-6.4294,HOP-62
683863,-6.1307,HOP-92
683863,-6.0979,HS 578T
683863,-6.4612,HT29
683863,-6.46045,IGROV1
683863,-5.32595,K-562
683863,-5.84625,KM12
683863,-6.0014,LOX IMVI
683863,-6.34605,M14
683863,-6.3194,MALME-3M
683863,-6.37995,MCF7
683863,-6.09545,MDA-MB-231/ATCC
683863,-5.5849,MDA-MB-435
683863,-5.7055,MDA-N
683863,-5.6899,MOLT-4
683863,-6.2549,NCI-H226
683863,-6.6118,NCI-H23
683863,-6.2252,NCI-H322M
683863,-7.136,NCI-H460
683863,-6.3712,NCI-H522
683863,-6.2288,NCI/ADR-RES
683863,-6.24805,OVCAR-3
683863,-6.15565,OVCAR-4
683863,-6.2101,OVCAR-5
683863,-6.3582,OVCAR-8
683863,-6.2815,PC-3
683863,-4.1298,RPMI-8226
683863,-6.77605,RXF 393
683863,-6.2254,SF-268
683863,-6.318,SF-295
683863,-6.4804,SF-539
683863,-6.4244,SK-MEL-2
683863,-5.74155,SK-MEL-28
683863,-6.57835,SK-MEL-5
683863,-6.1427,SK-OV-3
683863,-6.08095,SN12C
683863,-6.12075,SNB-19
683863,-6.26935,SNB-75
683863,-4,SR
683863,-5.90535,SW-620
683863,-6.15855,T-47D
683863,-6.05095,TK-10
683863,-6.31315,U251
683863,-6.3708,UACC-257
683863,-6.349,UO-31
684363,-9.33333333333333,786-0
684363,-7.60435,A498
684363,-9.33333333333333,A549/ATCC
684363,-8.0879,ACHN
684363,-6.2376,BT-549
684363,-7.0659,CAKI-1
684363,-9.33333333333333,CCRF-CEM
684363,-9.33333333333333,COLO 205
684363,-9.33333333333333,DU-145
684363,-10,EKVX
684363,-9.33333333333333,HCC-2998
684363,-9.33333333333333,HCT-116
684363,-9.33333333333333,HCT-15
684363,-9.33333333333333,HL-60(TB)
684363,-8.73105,HOP-62
684363,-9.234,HOP-92
684363,-7.7571,HS 578T
684363,-9.33333333333333,HT29
684363,-9.33333333333333,IGROV1
684363,-9,K-562
684363,-9.33333333333333,KM12
684363,-8.45163333333333,LOX IMVI
684363,-9.33333333333333,M14
684363,-4,MALME-3M
684363,-9.33333333333333,MCF7
684363,-10,MDA-MB-231/ATCC
684363,-9,MDA-MB-435
684363,-9.33333333333333,MDA-N
684363,-8.0855,MOLT-4
684363,-8.88553333333333,NCI-H226
684363,-9.33333333333333,NCI-H23
684363,-9.33333333333333,NCI-H322M
684363,-9.33333333333333,NCI-H460
684363,-9.33333333333333,NCI-H522
684363,-9.33333333333333,NCI/ADR-RES
684363,-9,OVCAR-3
684363,-5.33333333333333,OVCAR-4
684363,-8,OVCAR-5
684363,-10,OVCAR-8
684363,-9.32726666666667,PC-3
684363,-9.33333333333333,RPMI-8226
684363,-10,SF-268
684363,-9.33333333333333,SF-295
684363,-9.33333333333333,SF-539
684363,-6.74875,SK-MEL-2
684363,-9.3416,SK-MEL-28
684363,-9.33333333333333,SK-MEL-5
684363,-9.811,SK-OV-3
684363,-9.98425,SN12C
684363,-9.33333333333333,SNB-19
684363,-9.3184,SNB-75
684363,-10,SR
684363,-9,SW-620
684363,-6.9664,T-47D
684363,-5.86686666666667,TK-10
684363,-9,U251
684363,-7.67833333333333,UACC-257
684363,-9.23573333333333,UACC-62
684363,-7.4537,UO-31
686288,-4.61928,786-0
686288,-4.8908,A498
686288,-4.90918,A549/ATCC
686288,-4.5562,ACHN
686288,-4.45436666666667,BT-549
686288,-7.3233,CAKI-1
686288,-4.06584,CCRF-CEM
686288,-4.29132,COLO 205
686288,-4.30364,DU-145
686288,-4.48608,EKVX
686288,-4.3493,HCC-2998
686288,-4.6946,HCT-116
686288,-4.2725,HCT-15
686288,-4.0561,HL-60(TB)
686288,-4.563275,HOP-62
686288,-4.239075,HOP-92
686288,-4.11306,HS 578T
686288,-4.31544,HT29
686288,-6.72202,IGROV1
686288,-6.17224,K-562
686288,-4.493575,KM12
686288,-4.48866666666667,LOX IMVI
686288,-4.06368,M14
686288,-4.079925,MALME-3M
686288,-7.57355,MCF7
686288,-4.35658,MDA-MB-231/ATCC
686288,-4.2471,MDA-MB-435
686288,-4.3236,MDA-N
686288,-4.05064,MOLT-4
686288,-4.75524,NCI-H226
686288,-4.42145,NCI-H23
686288,-4.32498,NCI-H322M
686288,-6.43153333333333,NCI-H460
686288,-4.611525,NCI-H522
686288,-4.50864,NCI/ADR-RES
686288,-5.11866666666667,OVCAR-3
686288,-4.45555,OVCAR-4
686288,-5.1686,OVCAR-5
686288,-4.44566,OVCAR-8
686288,-4.43634,PC-3
686288,-4.27082,RPMI-8226
686288,-4.3992,RXF 393
686288,-4.37192,SF-268
686288,-4.57988,SF-295
686288,-4.53393333333333,SF-539
686288,-4.1214,SK-MEL-2
686288,-4.2025,SK-MEL-28
686288,-4.50044,SK-MEL-5
686288,-4.43174,SK-OV-3
686288,-4.439325,SN12C
686288,-4.37854,SNB-19
686288,-4.27494,SNB-75
686288,-4.38492,SR
686288,-4.4884,SW-620
686288,-5.3312,T-47D
686288,-5.812875,TK-10
686288,-4.6681,U251
686288,-6.163275,UACC-257
686288,-4.33163333333333,UACC-62
686288,-4.4713,UO-31
694501,-8.1001,786-0
694501,-7.867125,A498
694501,-7.68428,A549/ATCC
694501,-7.92724,ACHN
694501,-6.89154,BT-549
694501,-7.78962,CAKI-1
694501,-8.217,CCRF-CEM
694501,-7.96172,COLO 205
694501,-7.51628,DU-145
694501,-6.80132,EKVX
694501,-7.78594,HCC-2998
694501,-7.90504,HCT-116
694501,-7.25785,HCT-15
694501,-7.91533333333333,HL-60(TB)
694501,-7.6816,HOP-62
694501,-5,HOP-92
694501,-7.0867,HS 578T
694501,-7.82806,HT29
694501,-7.83642,IGROV1
694501,-7.96015,K-562
694501,-7.804,KM12
694501,-8,LOX IMVI
694501,-7.758,M14
694501,-7.79658,MALME-3M
694501,-7.87235,MCF7
694501,-7.3713,MDA-MB-231/ATCC
694501,-7.7776,MDA-MB-435
694501,-7.7182,MDA-N
694501,-8.272225,MOLT-4
694501,-8,NCI-H226
694501,-8.033875,NCI-H23
694501,-6.93702,NCI-H322M
694501,-8.20872,NCI-H460
694501,-8.108375,NCI-H522
694501,-6.1262,NCI/ADR-RES
694501,-7.57994,OVCAR-3
694501,-6.5104,OVCAR-4
694501,-6.22336666666667,OVCAR-5
694501,-7.8286,OVCAR-8
694501,-7.19302,PC-3
694501,-7.61296,RPMI-8226
694501,-7.7953,RXF 393
694501,-7.950475,SF-268
694501,-7.8858,SF-295
694501,-7.99704,SF-539
694501,-7.74866,SK-MEL-2
694501,-7.74106,SK-MEL-28
694501,-7.87446,SK-MEL-5
694501,-4.45085,SK-OV-3
694501,-7.97825,SN12C
694501,-6.89574,SNB-19
694501,-7.52166,SNB-75
694501,-6.502075,SR
694501,-7.83082,SW-620
694501,-5.0493,T-47D
694501,-7.24773333333333,TK-10
694501,-8.03848,U251
694501,-7.77084,UACC-257
694501,-8.05242,UACC-62
694501,-7.4008,UO-31
697286,-4.7254,786-0
697286,-4.719,A498
697286,-5.1448,A549/ATCC
697286,-4.8098,ACHN
697286,-4.3837,BT-549
697286,-4.6405,CAKI-1
697286,-4.1767,CCRF-CEM
697286,-4.6291,COLO 205
697286,-4.3856,DU-145
697286,-4.8117,EKVX
697286,-4.6116,HCT-116
697286,-4.7872,HCT-15
697286,-4.4334,HL-60(TB)
697286,-4.7388,HOP-62
697286,-4.2284,HOP-92
697286,-4.9101,HS 578T
697286,-4.9422,HT29
697286,-5.3015,IGROV1
697286,-4.6474,K-562
697286,-4.6835,KM12
697286,-5.1333,LOX IMVI
697286,-4.7027,M14
697286,-4.7057,MALME-3M
697286,-5.308,MCF7
697286,-4.4767,MDA-MB-231/ATCC
697286,-4.894,MDA-MB-435
697286,-4.6595,MDA-N
697286,-4.7274,MOLT-4
697286,-4.2817,NCI-H226
697286,-5.0634,NCI-H23
697286,-4.3829,NCI-H322M
697286,-4.7651,NCI-H460
697286,-4.8119,NCI-H522
697286,-4.7994,NCI/ADR-RES
697286,-4.7025,OVCAR-3
697286,-4.8304,OVCAR-4
697286,-4.3223,OVCAR-5
697286,-4.8606,OVCAR-8
697286,-5.3727,PC-3
697286,-5.0177,RPMI-8226
697286,-4.9192,RXF 393
697286,-4.9132,SF-268
697286,-4.7795,SF-295
697286,-4.7791,SF-539
697286,-4.5182,SK-MEL-2
697286,-4.4256,SK-MEL-28
697286,-4.2136,SK-OV-3
697286,-4.5146,SN12C
697286,-4.3788,SNB-19
697286,-4.9502,SNB-75
697286,-5.1418,SR
697286,-4.5312,SW-620
697286,-4.9305,T-47D
697286,-4.3736,TK-10
697286,-4.558,U251
697286,-4.5121,UACC-257
697286,-5.0077,UACC-62
697286,-4.5123,UO-31
697726,-7.60261428571429,786-0
697726,-6.7565,A498
697726,-7.25185714285714,A549/ATCC
697726,-8.14011428571429,ACHN
697726,-5.89362,BT-549
697726,-7.93078571428571,CAKI-1
697726,-7.83184285714286,CCRF-CEM
697726,-7.0499,COLO 205
697726,-7.94293333333333,DU-145
697726,-6.14516666666667,EKVX
697726,-6.8889,HCC-2998
697726,-7.49081428571429,HCT-116
697726,-7.5386,HCT-15
697726,-8.1699,HL-60(TB)
697726,-7.37698,HOP-62
697726,-6.58706,HOP-92
697726,-6.1955,HS 578T
697726,-7.68491666666667,HT29
697726,-7.66742,IGROV1
697726,-7.597,K-562
697726,-7.4103,KM12
697726,-7.9965,LOX IMVI
697726,-7.62705714285714,M14
697726,-6.82743333333333,MALME-3M
697726,-7.91696666666667,MCF7
697726,-5.98938333333333,MDA-MB-231/ATCC
697726,-7.22275714285714,MDA-MB-435
697726,-7.41957142857143,MDA-N
697726,-8.01578333333333,MOLT-4
697726,-6.50655,NCI-H226
697726,-7.25424,NCI-H23
697726,-6.34688571428571,NCI-H322M
697726,-7.97867142857143,NCI-H460
697726,-7.48614,NCI-H522
697726,-7.46365,NCI/ADR-RES
697726,-7.25865,OVCAR-3
697726,-6.31892857142857,OVCAR-4
697726,-6.54721428571429,OVCAR-5
697726,-7.63712,OVCAR-8
697726,-7.11168333333333,PC-3
697726,-7.42733333333333,RPMI-8226
697726,-7.14256,RXF 393
697726,-7.27062,SF-268
697726,-7.4373,SF-295
697726,-7.81214285714286,SF-539
697726,-6.32838333333333,SK-MEL-2
697726,-6.75318333333333,SK-MEL-28
697726,-7.24656666666667,SK-MEL-5
697726,-6.15604285714286,SK-OV-3
697726,-7.62,SN12C
697726,-6.26682857142857,SNB-19
697726,-6.54983333333333,SNB-75
697726,-8.27025,SR
697726,-7.7186,SW-620
697726,-6.72076,T-47D
697726,-7.10545714285714,TK-10
697726,-7.62405714285714,U251
697726,-6.55997142857143,UACC-257
697726,-7.0428,UACC-62
697726,-7.83047142857143,UO-31
697912,-8.301,786-0
697912,-6.0368,A498
697912,-8.301,A549/ATCC
697912,-8.301,ACHN
697912,-4.301,BT-549
697912,-8.16315,CAKI-1
697912,-4.301,CCRF-CEM
697912,-5.90775,COLO 205
697912,-8.301,DU-145
697912,-4.301,EKVX
697912,-6.2434,HCC-2998
697912,-7.6348,HCT-116
697912,-5.76635,HCT-15
697912,-7.2241,HL-60(TB)
697912,-4.301,HOP-62
697912,-4.301,HOP-92
697912,-4.301,HS 578T
697912,-4.7863,HT29
697912,-5.715,IGROV1
697912,-5.3377,K-562
697912,-4.66205,KM12
697912,-8.301,LOX IMVI
697912,-8.21345,M14
697912,-4.301,MALME-3M
697912,-7.62095,MCF7
697912,-4.301,MDA-MB-231/ATCC
697912,-5.05395,MDA-MB-435
697912,-6.1317,MDA-N
697912,-4.301,MOLT-4
697912,-4.301,NCI-H226
697912,-4.301,NCI-H23
697912,-5.0305,NCI-H322M
697912,-8.301,NCI-H460
697912,-5.72025,NCI-H522
697912,-6.301,NCI/ADR-RES
697912,-4.301,OVCAR-3
697912,-4.301,OVCAR-4
697912,-4.301,OVCAR-5
697912,-7.6883,OVCAR-8
697912,-5.7725,PC-3
697912,-4.301,RPMI-8226
697912,-4.301,RXF 393
697912,-6.301,SF-268
697912,-8.1361,SF-295
697912,-8.301,SF-539
697912,-4.301,SK-MEL-2
697912,-4.301,SK-MEL-28
697912,-8.06675,SK-MEL-5
697912,-4.301,SK-OV-3
697912,-4.301,SN12C
697912,-4.4284,SNB-19
697912,-4.301,SNB-75
697912,-8.301,SR
